API Well Number,Leak [Yes/No],Violation [Yes/No],Incident [Yes/No],Compliance [Yes/No],Oil [bbl/Year],Gas [Mcf/Year],Age [Years],Depth [ft],Elevation Delta [m],Distance to Road [miles],Operator Name,Latitude,Longitude,Well Type,Priority Score [0-100],Emissions Score [0-35],Leak,Leak [Yes/No] Score,Compliance,Compliance [Yes/No] Score,Violation,Violation [Yes/No] Score,Incident,Incident [Yes/No] Score,Sensitive Receptors Score [0-20],Schools Within Distance,School Score [0-10],Hospitals Within Distance,Hospital Score [0-10],Production Volumes Score [0-20],One-year Production [BOE],One-year Production Score [0-20],Well Age Score [0-15],Owner Well-Count,Owner Well-Count Score [0-10],cluster,Well ID
19284,No,No,No,No,0.0,36.76,123,8966,9,0.7268275705,Owner 185,1.0020370000000014,1.8227859999999936,Gas,60.43580170209033,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.879293936030884,6.5472360102255145,19.879293936030884,12.281879194630873,5,6.7032,Cluster 20,19284
88515,No,No,Yes,No,4.13,94.51,108,2187,-107,0.2511138479,Owner 209,1.1176400000000015,2.170959999999994,Gas,60.42261678002121,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.613523128055725,20.96295090659449,19.613523128055725,10.771812080536913,8,4.965853,Cluster 9,88515
17405,No,No,Yes,Yes,0.35,18.36,148,12432,0,0.6246320322,Owner 249,1.0497000000000014,1.7713799999999935,Gas,60.368653264804045,3.5,0,0.0,0,0.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.933259975254668,3.6200558527676945,19.933259975254668,14.798657718120806,6,6.065307,Cluster 20,17405
69687,No,No,No,No,7.55,55.16,100,1918,0,0.0232485608,Owner 7,1.8486460000000022,3.318156000000002,Gas,60.283250548116854,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.679682023668146,17.374416167683336,19.679682023668146,9.966442953020135,10,4.065697,Cluster 2,69687
80783,No,No,Yes,No,4.47,943.95,109,2415,-69,0.8259949798,Owner 24,1.1349099999999979,1.685680000000005,Gas,60.17010599030395,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,16.81801219739888,172.59468530610377,16.81801219739888,10.87248322147651,4,7.408182,Cluster 40,80783
62170,No,No,Yes,No,0.0,72.34,29,9531,-182,0.7814792871,Owner 11,1.9205400000000026,3.3351100000000002,Gas,60.06086506758696,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.762462549849676,12.884305032092323,19.762462549849676,2.8187919463087248,4,7.408182,Cluster 2,62170
25435,No,No,No,No,9.94,497.89,148,3757,232,0.3352745593,Owner 25,1.0872499999999974,1.8131989999999973,Gas,60.04006242327413,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,18.18186013372475,98.61800155416707,18.18186013372475,14.798657718120806,7,5.488116,Cluster 8,25435
16079,No,No,Yes,No,0.0,4.87,76,10119,45,0.4382381863,Owner 120,1.0352880000000013,1.7825310000000059,Gas,60.013954886960136,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.984008745061765,0.8673840960228035,19.984008745061765,7.550335570469799,4,7.408182,Cluster 20,16079
13528,No,No,No,No,0.0,80.82,142,7216,0,0.4276449872,Owner 107,1.065800000000003,1.8208800000000025,Gas,59.99396685169242,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.734617407780625,14.394657626398969,19.734617407780625,14.194630872483222,9,4.49329,Cluster 8,13528
55338,No,No,No,No,5.27,47.25,145,6074,-7,0.3889696042,Owner 205,1.8491599999999977,1.4939999999999998,Gas,59.88145987123779,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.747690004507206,13.685584915210978,19.747690004507206,14.496644295302014,10,4.065697,Cluster 35,55338
40650,No,No,Yes,No,14.37,705.45,130,9824,0,0.3801137296,Owner 127,1.616100000000003,1.060839999999999,Gas,59.679844324641905,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,17.418638572005275,140.0160185912293,17.418638572005275,12.986577181208053,5,6.7032,Cluster 46,40650
64311,No,No,Yes,No,4.74,204.0,80,4134,-70,0.5227665836,Owner 186,1.7761899999999997,1.8503000000000043,Gas,59.67538363199918,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.242752926342416,41.073953919641056,19.242752926342416,7.953020134228188,4,7.408182,Cluster 26,64311
92401,No,No,Yes,No,6.91,53.79,86,2075,2,0.7088282255,Owner 68,1.5967300000000009,1.1021800000000042,Gas,59.661208729461094,14.0,0,0.0,1,100.0,0,0.0,1,100.0,10.0,7,10.0,0,0.0,19.695979749595317,16.490408732046532,19.695979749595317,8.557046979865772,4,7.408182,Cluster 46,92401
55784,No,No,No,No,7.89,63.94,94,5785,-5,0.850459462,Owner 100,1.018619000000001,2.045966000000007,Gas,59.626802169436104,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.644583490624985,19.278201047165926,19.644583490624985,9.36241610738255,2,9.048374,Cluster 17,55784
47859,No,No,Yes,No,4.37,472.31,132,2505,69,0.4649165035,Owner 139,1.7139799999999994,1.0438999999999936,Gas,59.616008860638054,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,18.36854482612224,88.49200870483169,18.36854482612224,13.187919463087248,7,5.488116,Cluster 24,47859
58876,No,No,No,No,3.31,71.06,109,2428,-2,0.2442946803,Owner 77,1.89499,3.3328599999999966,Gas,59.55773560584049,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.70564181293541,15.9663272820083,19.70564181293541,10.87248322147651,4,7.408182,Cluster 2,58876
50434,No,No,Yes,No,0.0,83.25,140,11907,0,0.5500941787,Owner 47,1.9638800000000032,1.3852499999999992,Gas,59.49951950332747,14.0,0,0.0,1,100.0,0,0.0,1,100.0,5.714285714285714,4,5.714285714285714,0,0.0,19.72663819843773,14.827459136324105,19.72663819843773,13.993288590604028,6,6.065307,Cluster 3,50434
83375,No,No,No,No,3.23,410.44,138,617,-9,0.765597036,Owner 4,1.0629100000000022,2.225279999999998,Gas,59.44421085270092,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,18.59271997254752,76.33249042537977,18.59271997254752,13.791946308724832,7,5.488116,Cluster 18,83375
48081,No,No,Yes,No,2.92,83.43,150,8292,-138,0.9712813,Owner 142,1.845489999999998,1.3335799999999978,Gas,59.35235219567754,14.0,0,0.0,1,100.0,0,0.0,1,100.0,5.714285714285714,4,5.714285714285714,0,0.0,19.67221348139182,17.77951850742967,19.67221348139182,15.0,8,4.965853,Cluster 25,48081
67782,No,No,No,No,0.86,58.29,89,1452,0,0.7851527482,Owner 8,1.0830950000000001,2.249049999999997,Gas,59.27160533827386,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.792742364160723,11.24189300968567,19.792742364160723,8.859060402684564,2,9.048374,Cluster 18,67782
59145,No,No,Yes,No,0.0,720.3,111,4518,217,0.8867168415,Owner 75,1.0488300000000024,1.7727600000000052,Gas,59.26817481153737,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,17.6348047367531,128.29091670743847,17.6348047367531,11.073825503355705,7,5.488116,Cluster 20,59145
22569,No,No,Yes,No,0.0,879.25,102,10769,202,0.2077182567,Owner 159,1.0465400000000002,1.784093999999996,Gas,59.05528631054859,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,17.11287250422069,156.60112246982547,17.11287250422069,10.167785234899329,5,6.7032,Cluster 20,22569
64266,No,No,No,No,4.67,75.72,111,9434,0,0.7001022667,Owner 195,1.9093670000000031,3.351639000000006,Gas,59.01372098047902,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.665266905694743,18.156308778407944,19.665266905694743,11.073825503355705,5,6.7032,Cluster 2,64266
41200,No,No,No,No,3.05,77.04,46,11492,17,0.7939478546,Owner 48,1.9386709999999994,3.304294999999996,Gas,58.979737056169846,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.690799142459397,16.77141083318209,19.690799142459397,4.530201342281879,3,8.187308,Cluster 2,41200
76973,No,No,No,No,6.1,97.63,54,12318,12,0.6896423354,Owner 41,1.0778999999999996,2.1850649999999945,Gas,58.93981097116933,10.5,0,0.0,1,100.0,0,0.0,0,0.0,18.57142857142857,6,8.571428571428571,4,10.0,19.566958929942103,23.488646672424295,19.566958929942103,5.3355704697986575,8,4.965853,Cluster 9,76973
40039,No,No,Yes,No,0.01,13.93,82,10480,238,0.0064165243,Owner 104,1.7115500000000026,1.031099999999995,Gas,58.86717372602242,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.95407473848647,2.4910391083362735,19.95407473848647,8.154362416107382,3,8.187308,Cluster 24,40039
33338,No,No,No,No,1.64,95.98,45,12646,-9,0.2896192638,Owner 38,1.919789999999999,3.353049999999996,Gas,58.842869076036386,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.654602303265534,18.73476910395661,19.654602303265534,4.429530201342282,3,8.187308,Cluster 2,33338
74811,No,No,Yes,No,0.51,59.46,91,5896,-188,0.8576433196,Owner 51,1.9629320000000021,2.0126340000000056,Gas,58.83536644388323,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.795353187890903,11.100278921871848,19.795353187890903,9.060402684563758,4,7.408182,Cluster 50,74811
89298,No,No,No,No,0.0,9.87,56,8632,-9,0.9886460465,Owner 49,1.8623400000000032,3.3160799999999995,Gas,58.779131941948236,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.967590618841808,1.7579221822885154,19.967590618841808,5.5369127516778525,5,6.7032,Cluster 2,89298
15578,No,No,No,No,0.0,97.43,139,10684,163,0.8576321206,Owner 137,2.021180000000001,1.7623200000000026,Gas,58.70942941357092,10.5,0,0.0,1,100.0,0,0.0,0,0.0,8.571428571428571,6,8.571428571428571,0,0.0,19.68007639247793,17.353025148973668,19.68007639247793,13.89261744966443,6,6.065307,Cluster 47,15578
71387,No,No,Yes,No,0.82,370.31,75,8044,-4,0.0440384304,Owner 222,1.0442099999999996,1.9259600000000034,Gas,58.69819806394828,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,18.768923062989508,66.77503174501116,18.768923062989508,7.449664429530201,4,7.408182,Cluster 5,71387
50468,No,No,No,No,0.0,3.88,61,6971,-160,0.8811239342,Owner 80,1.0789699999999982,1.7858250000000027,Gas,58.664263561857716,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.98725953405331,0.6910575549421926,19.98725953405331,6.040268456375839,6,6.065307,Cluster 8,50468
36857,No,No,No,No,0.0,5.43,71,6753,-89,0.3302349971,Owner 175,1.8491399999999985,1.4857700000000023,Gas,58.60057835212551,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.98216991492513,0.9671243616845632,19.98216991492513,7.046979865771812,1,10.0,Cluster 35,36857
65647,No,No,No,No,8.52,54.91,92,3278,245,0.2345360783,Owner 71,1.8628599999999977,3.3503400000000028,Gas,58.58243022603199,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.66261982910006,18.299889263370048,19.66261982910006,9.161073825503356,3,8.187308,Cluster 2,65647
85623,No,No,Yes,No,0.0,96.97,57,5100,116,0.867421649,Owner 131,1.8253600000000034,2.2440500000000014,Gas,58.57790732413619,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.68158686009017,17.27109564503722,19.68158686009017,5.6375838926174495,3,8.187308,Cluster 19,85623
97507,No,No,No,No,0.0,854.7,131,10183,-217,0.0900864674,Owner 185,1.1115899999999996,2.1756699999999967,Gas,58.555362397536896,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,17.193485503960673,152.22858046626084,17.193485503960673,13.087248322147651,5,6.7032,Cluster 9,97507
94333,No,No,Yes,No,0.0,53.56,76,532,79,0.5864804489,Owner 201,1.0706699999999998,1.8817109999999957,Gas,58.5112001738302,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.82412903193183,9.539443980078309,19.82412903193183,7.550335570469799,6,6.065307,Cluster 23,94333
41021,No,No,No,No,0.0,5.64,140,6816,110,0.6891475472,Owner 245,1.6328999999999994,1.047479999999993,Gas,58.37636265851363,10.5,0,0.0,1,100.0,0,0.0,0,0.0,5.714285714285714,4,5.714285714285714,0,0.0,19.98148035362389,1.0045269613077232,19.98148035362389,13.993288590604028,3,8.187308,Cluster 46,41021
27764,No,No,No,No,32.7,683.9,121,10110,130,0.1886241914,Owner 180,1.5875199999999978,0.9797899999999942,Gas,58.30343088213824,10.5,0,0.0,1,100.0,0,0.0,0,0.0,8.571428571428571,6,8.571428571428571,0,0.0,17.151465397957992,154.5077994394241,17.151465397957992,12.080536912751677,1,10.0,Cluster 22,27764
42709,No,No,Yes,No,7.2,95.95,55,9828,0,0.0681524808,Owner 169,1.0705099999999987,2.230320000000006,Gas,58.247173797398226,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.552195615231394,24.289425875439015,19.552195615231394,5.436241610738255,3,8.187308,Cluster 18,42709
57551,No,No,Yes,No,0.0,325.12,82,12512,200,0.1351463523,Owner 216,1.0318699999999978,1.796750000000003,Gas,58.22352574820951,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,18.932427760673566,57.90634852134166,18.932427760673566,8.154362416107382,6,6.065307,Cluster 20,57551
97797,No,No,Yes,No,0.0,4.34,77,9845,0,0.9891115783,Owner 66,1.0180000000000007,1.9781600000000026,Gas,58.196300349279035,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.985749066441077,0.7729870588786381,19.985749066441077,7.651006711409396,7,5.488116,Cluster 5,97797
95047,No,No,Yes,Yes,0.0,61.78,137,6120,73,0.9791738242,Owner 55,1.9795599999999993,1.4451600000000013,Gas,58.059841371640026,3.5,0,0.0,0,0.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.79713763242622,11.003488593899139,19.79713763242622,13.691275167785236,1,10.0,Cluster 3,95047
16184,No,No,No,No,0.2,3.47,98,1715,8,0.270837875,Owner 101,1.8663900000000027,3.317160000000001,Gas,58.02464782567821,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.984918583108694,0.8180334318684042,19.984918583108694,9.765100671140939,5,6.7032,Cluster 2,16184
38702,No,No,Yes,No,0.68,8.48,95,9647,4,0.9267763828,Owner 170,2.0108099999999993,1.5731700000000046,Gas,57.97374464230842,14.0,0,0.0,1,100.0,0,0.0,1,100.0,7.142857142857143,5,7.142857142857143,0,0.0,19.959618251129122,2.1903525943066477,19.959618251129122,9.463087248322148,4,7.408182,Cluster 7,38702
67330,No,No,Yes,No,8.2,89.62,122,2963,51,0.9249802688,Owner 105,1.9878,1.4454000000000065,Gas,57.844462973100995,14.0,0,0.0,1,100.0,0,0.0,1,100.0,7.142857142857143,5,7.142857142857143,0,0.0,19.554544776552575,24.16200465822662,19.554544776552575,12.181208053691275,8,4.965853,Cluster 3,67330
59748,No,No,Yes,No,0.0,672.11,74,1882,0,0.8047326411,Owner 86,1.8741660000000024,3.3590619999999944,Gas,57.833267068708786,14.0,0,0.0,1,100.0,0,0.0,1,100.0,9.642857142857142,5,7.142857142857143,1,2.5,17.79304263726104,119.70791063200954,17.79304263726104,7.348993288590604,2,9.048374,Cluster 2,59748
32323,No,No,Yes,No,7.57,939.54,139,12408,-54,0.5444087988,Owner 40,1.5736599999999967,1.2867899999999963,Gas,57.79042597060784,14.0,0,0.0,1,100.0,0,0.0,1,100.0,5.714285714285714,4,5.714285714285714,0,0.0,16.775340806657695,174.9092307140174,16.775340806657695,13.89261744966443,4,7.408182,Cluster 32,32323
49564,No,No,Yes,No,7.49,192.35,99,6951,42,0.0508275602,Owner 95,1.8946100000000001,1.6948399999999992,Gas,57.73281503114249,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.23030764763339,41.74900017864194,19.23030764763339,9.865771812080537,6,6.065307,Cluster 4,49564
50695,No,No,Yes,No,23.96,637.3,95,6689,-3,0.9995098344,Owner 17,1.7210800000000006,1.4906799999999976,Gas,57.687438423855205,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,17.465614604104488,137.46798447542764,17.465614604104488,9.463087248322148,3,8.187308,Cluster 1,50695
34760,No,No,Yes,No,3.59,944.03,91,10378,0,0.284289274,Owner 5,1.0751199999999983,2.253,Gas,57.669004607468175,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,16.833973351475848,171.72893391548402,16.833973351475848,9.060402684563758,5,6.7032,Cluster 18,34760
54686,No,No,Yes,No,47.67,616.13,88,7184,171,0.294716087,Owner 174,1.1148560000000032,1.7603299999999962,Gas,57.63102480241175,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,17.098006969238217,157.40744621817862,17.098006969238217,8.758389261744966,5,6.7032,Cluster 27,54686
63709,No,No,No,No,4.07,47.18,120,11929,3,0.4458212274,Owner 145,1.74709,1.3276599999999945,Gas,57.524537625282875,10.5,0,0.0,1,100.0,0,0.0,0,0.0,8.571428571428571,6,8.571428571428571,0,0.0,19.770043282042227,12.47311738200326,19.770043282042227,11.979865771812081,5,6.7032,Cluster 42,63709
54030,No,No,No,No,6.86,796.75,47,6185,0,0.5695092053,Owner 152,1.0987599999999986,1.111770000000007,Gas,57.507974402293286,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,17.25729934764324,148.76724404644122,17.25729934764324,4.630872483221476,2,9.048374,Cluster 30,54030
15586,No,No,No,No,0.63,170.79,120,12860,168,0.5729948374,Owner 123,1.0710300000000004,2.146714000000003,Gas,57.472159190341216,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.427574847100566,31.04899995066419,19.427574847100566,11.979865771812081,9,4.49329,Cluster 9,15586
84000,No,No,No,No,18.19,248.61,103,6048,-74,0.3309858449,Owner 177,1.6128199999999993,1.0820899999999938,Gas,57.39138864340979,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,18.848303696142295,62.46933472530374,18.848303696142295,10.268456375838927,5,6.7032,Cluster 46,84000
99372,No,No,No,No,3.42,55.02,111,4314,218,0.9874413564,Owner 210,1.0075199999999995,2.249290000000002,Gas,57.36739025612125,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.75628318133697,13.219481101267895,19.75628318133697,11.073825503355705,8,4.965853,Cluster 18,99372
12209,No,No,Yes,No,4.66,779.34,109,3059,136,0.6182172338,Owner 7,1.0033979999999971,1.7830940000000055,Gas,57.36463566628744,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,17.355026873382354,143.466390430064,17.355026873382354,10.87248322147651,10,4.065697,Cluster 20,12209
26980,No,No,Yes,No,0.0,94.4,77,3560,147,0.8552537204,Owner 206,1.6329700000000003,1.3992300000000029,Gas,57.32064305980519,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.690025776967225,16.813359068696645,19.690025776967225,7.651006711409396,4,7.408182,Cluster 41,26980
45296,No,No,No,No,0.14,58.58,110,6965,221,0.6176332876,Owner 210,1.1138359999999992,1.8274650000000037,Gas,57.31550010094542,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.805064167100735,10.573544218689083,19.805064167100735,10.973154362416107,8,4.965853,Cluster 8,45296
91227,No,No,Yes,No,0.0,9.64,87,10329,3,0.1927303586,Owner 202,1.9660900000000012,1.530699999999996,Gas,57.262799544881865,14.0,0,0.0,1,100.0,0,0.0,1,100.0,8.571428571428571,6,8.571428571428571,0,0.0,19.968345852647925,1.716957430320293,19.968345852647925,8.657718120805368,6,6.065307,Cluster 0,91227
29021,No,No,Yes,No,0.0,36.62,7,9806,-141,0.3221804864,Owner 102,1.9282260000000022,3.299968000000007,Gas,57.258409060631195,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.879753643565042,6.522300943810075,19.879753643565042,0.6040268456375839,5,6.7032,Cluster 2,29021
66180,No,No,Yes,Yes,0.0,4.2,110,4230,0,0.1331678396,Owner 101,1.0465450000000018,1.8817360000000036,Gas,57.23399170781992,3.5,0,0.0,0,0.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.98620877397524,0.7480519924631982,19.98620877397524,10.973154362416107,5,6.7032,Cluster 23,66180
79875,No,No,No,No,19.28,926.37,123,5393,2,0.3843312806,Owner 136,1.040770000000002,1.809427999999997,Gas,57.21474274500692,10.5,0,0.0,1,100.0,0,0.0,0,0.0,9.642857142857142,5,7.142857142857143,1,2.5,16.602698407518904,184.27355339479354,16.602698407518904,12.281879194630873,3,8.187308,Cluster 20,79875
70730,No,No,No,No,0.0,270.21,98,6540,-8,0.8682004456,Owner 71,1.096420000000002,1.086740000000006,Gas,57.20799743681921,10.5,0,0.0,1,100.0,0,0.0,0,0.0,9.642857142857142,5,7.142857142857143,1,2.5,19.112731622821123,48.126459257971604,19.112731622821123,9.765100671140939,3,8.187308,Cluster 30,70730
89881,No,No,No,No,0.0,39.53,84,2792,-146,0.7038688996,Owner 73,1.1812600000000018,2.009619999999998,Gas,57.20551356352017,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,19.870198294105027,7.04059411001672,19.870198294105027,8.355704697986576,4,7.408182,Cluster 48,89881
73203,No,No,Yes,No,0.0,65.75,57,10510,7,0.7658487472,Owner 49,1.7180200000000028,1.0666200000000003,Gas,57.196314104253595,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.784101640207574,11.710575834394113,19.784101640207574,5.6375838926174495,5,6.7032,Cluster 24,73203
13627,No,Yes,No,No,0.0,830.73,40,8482,13,0.936063347,Owner 2,1.9239999999999995,3.3107399999999956,Gas,57.17797906913201,17.5,0,0.0,1,100.0,1,100.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,17.272194001059148,147.959340880703,17.272194001059148,3.9261744966442955,4,7.408182,Cluster 2,13627
50396,No,No,Yes,No,5.59,571.47,30,838,172,0.4924847788,Owner 161,1.8767980000000009,3.3422920000000005,Gas,57.076647058107554,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,18.020448399430663,107.3731600316533,18.020448399430663,2.9194630872483223,6,6.065307,Cluster 2,50396
56609,No,No,No,No,0.0,63.01,26,12562,0,0.67392282,Owner 192,1.1714100000000016,2.0033300000000054,Gas,57.06861386829462,10.5,0,0.0,1,100.0,0,0.0,0,0.0,16.07142857142857,6,8.571428571428571,3,7.5,19.793098773376112,11.222560963120502,19.793098773376112,2.5167785234899327,3,8.187308,Cluster 48,56609
29253,No,No,No,No,0.0,905.87,102,8849,120,0.5294434367,Owner 131,1.077689999999997,2.183725999999993,Gas,56.95198420655354,10.5,0,0.0,1,100.0,0,0.0,0,0.0,11.071428571428571,6,8.571428571428571,1,2.5,17.025462400225642,161.3423472411041,17.025462400225642,10.167785234899329,3,8.187308,Cluster 9,29253
85889,No,No,Yes,No,0.45,972.32,90,8686,239,0.1869582294,Owner 207,1.1506299999999996,2.2558499999999952,Gas,56.895436333902175,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,16.798969218849447,173.62759840757542,16.798969218849447,8.95973154362416,6,6.065307,Cluster 45,85889
20810,No,No,Yes,No,5.25,29.6,100,9516,0,0.5674092759,Owner 156,1.5148300000000035,1.30959,Gas,56.89492538109897,14.0,0,0.0,1,100.0,0,0.0,1,100.0,5.714285714285714,4,5.714285714285714,0,0.0,19.806014713793118,10.521985470693014,19.806014713793118,9.966442953020135,4,7.408182,Cluster 32,20810
72897,No,No,Yes,No,0.0,16.71,52,8716,5,0.06149179,Owner 130,1.1341600000000014,2.228430000000003,Gas,56.853987381520945,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.945130622172908,2.9761782843000097,19.945130622172908,5.134228187919463,5,6.7032,Cluster 45,72897
49307,No,No,Yes,No,0.98,6.44,19,12415,-148,0.3901507373,Owner 37,1.874836000000002,3.3682440000000042,Gas,56.81014809902621,14.0,0,0.0,1,100.0,0,0.0,1,100.0,16.07142857142857,6,8.571428571428571,3,7.5,19.96078599068488,2.127013055110237,19.96078599068488,1.8120805369127517,8,4.965853,Cluster 11,49307
97733,No,No,Yes,No,6.19,89.16,54,12629,-184,0.997359009,Owner 42,1.0390099999999975,1.8406499999999966,Gas,56.70331102020334,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.59311197897611,22.070075154290176,19.59311197897611,5.3355704697986575,5,6.7032,Cluster 20,97733
67563,No,No,Yes,No,0.0,343.2,46,9329,-11,0.1546294029,Owner 241,1.1106630000000024,2.124565000000004,Gas,56.66199772997265,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,18.873059816262202,61.12653424127847,18.873059816262202,4.530201342281879,3,8.187308,Cluster 9,67563
58712,No,No,Yes,No,8.05,78.88,53,9691,10,0.1014132968,Owner 102,1.0287199999999999,1.9675399999999996,Gas,56.60210423993166,14.0,0,0.0,1,100.0,0,0.0,1,100.0,11.071428571428571,6,8.571428571428571,1,2.5,19.592576339644033,22.099128848927872,19.592576339644033,5.23489932885906,5,6.7032,Cluster 5,58712
24342,No,No,Yes,No,3.5,319.25,67,9694,-81,0.1310673307,Owner 33,1.7611399999999975,1.9393349999999998,Gas,56.58251043306987,14.0,0,0.0,1,100.0,0,0.0,1,100.0,9.642857142857142,5,7.142857142857143,1,2.5,18.887175988199296,60.36085680806571,18.887175988199296,6.644295302013423,4,7.408182,Cluster 26,24342
